TaxiPassangerPredictionExperiment637841020698291180.txt
******Sequence Starting*****
cycle : 0 	 Accuracy :12.5 	 
Cycle: 62 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 56
Cycle: 63 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 57
Cycle: 64 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 58
Cycle: 65 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 59
Cycle: 66 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 60
Cycle: 67 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 61
Cycle: 68 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 62
Cycle: 69 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 63
Cycle: 70 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 64
Cycle: 71 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 65
Cycle: 72 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 66
Cycle: 73 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 67
Cycle: 74 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 68
Cycle: 75 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 69
Cycle: 76 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 70
Cycle: 77 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 71
Cycle: 78 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 72
Cycle: 79 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 73
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :0 	 
cycle : 1 	 Accuracy :13.043478260869565 	 
cycle : 2 	 Accuracy :17.391304347826086 	 
Cycle: 3 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 1
Cycle: 4 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 2
Cycle: 5 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 3
Cycle: 6 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 4
Cycle: 7 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 5
Cycle: 8 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 6
Cycle: 9 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 7
Cycle: 10 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 8
Cycle: 11 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 9
Cycle: 12 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 10
Cycle: 13 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 11
Cycle: 14 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 12
Cycle: 15 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 13
Cycle: 16 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 14
Cycle: 17 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 15
Cycle: 18 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 16
Cycle: 19 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 17
Cycle: 20 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 18
Cycle: 21 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 19
Cycle: 22 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 20
Cycle: 23 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 21
Cycle: 24 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 22
Cycle: 25 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 23
Cycle: 26 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 24
Cycle: 27 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 25
Cycle: 28 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 26
Cycle: 29 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 27
Cycle: 30 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 28
Cycle: 31 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 29
Cycle: 32 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 30
Cycle: 33 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 31
Cycle: 34 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 32
Cycle: 35 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 33
Cycle: 36 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 34
Cycle: 37 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 35
Cycle: 38 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 36
Cycle: 39 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 37
Cycle: 40 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 38
Cycle: 41 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 39
Cycle: 42 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 40
Cycle: 43 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 41
Cycle: 44 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 42
Cycle: 45 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 43
Cycle: 46 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 44
Cycle: 47 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 45
Cycle: 48 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 46
Cycle: 49 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 47
Cycle: 50 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 48
Cycle: 51 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 49
Cycle: 52 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 50
Cycle: 53 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 51
Cycle: 54 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 52
Cycle: 55 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 53
Cycle: 56 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 54
Cycle: 57 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 55
Cycle: 58 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 56
Cycle: 59 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 57
Cycle: 60 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 58
Cycle: 61 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 59
Cycle: 62 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 60
Cycle: 63 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 61
Cycle: 64 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 62
Cycle: 65 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 63
Cycle: 66 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 64
Cycle: 67 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 65
Cycle: 68 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 66
Cycle: 69 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 67
Cycle: 70 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 68
Cycle: 71 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 69
Cycle: 72 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 70
Cycle: 73 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 71
Cycle: 74 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 72
Cycle: 75 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 73
Cycle: 76 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 74
Cycle: 77 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 75
Cycle: 78 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 76
Cycle: 79 	 Saturated Accuracy : 17.391304347826086 	 Number of times repeated 77
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :0 	 
cycle : 1 	 Accuracy :12.5 	 
Cycle: 2 	 Saturated Accuracy : 12.5 	 Number of times repeated 1
cycle : 3 	 Accuracy :16.666666666666664 	 
cycle : 4 	 Accuracy :12.5 	 
cycle : 5 	 Accuracy :8.333333333333332 	 
cycle : 6 	 Accuracy :12.5 	 
cycle : 7 	 Accuracy :16.666666666666664 	 
Cycle: 8 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 1
Cycle: 9 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 2
Cycle: 10 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 3
cycle : 11 	 Accuracy :12.5 	 
cycle : 12 	 Accuracy :16.666666666666664 	 
cycle : 13 	 Accuracy :12.5 	 
Cycle: 14 	 Saturated Accuracy : 12.5 	 Number of times repeated 1
Cycle: 15 	 Saturated Accuracy : 12.5 	 Number of times repeated 2
Cycle: 16 	 Saturated Accuracy : 12.5 	 Number of times repeated 3
Cycle: 17 	 Saturated Accuracy : 12.5 	 Number of times repeated 4
Cycle: 18 	 Saturated Accuracy : 12.5 	 Number of times repeated 5
cycle : 19 	 Accuracy :16.666666666666664 	 
Cycle: 20 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 1
Cycle: 21 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 2
Cycle: 22 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 3
Cycle: 23 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 4
Cycle: 24 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 5
Cycle: 25 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 6
Cycle: 26 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 7
Cycle: 27 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 8
Cycle: 28 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 9
Cycle: 29 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 10
Cycle: 30 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 11
Cycle: 31 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 12
Cycle: 32 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 13
Cycle: 33 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 14
Cycle: 34 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 15
Cycle: 35 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 16
Cycle: 36 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 17
Cycle: 37 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 18
Cycle: 38 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 19
Cycle: 39 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 20
Cycle: 40 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 21
Cycle: 41 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 22
Cycle: 42 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 23
Cycle: 43 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 24
Cycle: 44 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 25
Cycle: 45 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 26
Cycle: 46 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 27
Cycle: 47 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 28
Cycle: 48 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 29
Cycle: 49 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 30
Cycle: 50 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 31
Cycle: 51 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 32
Cycle: 52 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 33
Cycle: 53 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 34
Cycle: 54 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 35
Cycle: 55 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 36
Cycle: 56 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 37
Cycle: 57 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 38
Cycle: 58 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 39
Cycle: 59 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 40
Cycle: 60 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 41
Cycle: 61 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 42
Cycle: 62 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 43
Cycle: 63 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 44
Cycle: 64 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 45
Cycle: 65 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 46
Cycle: 66 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 47
Cycle: 67 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 48
Cycle: 68 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 49
Cycle: 69 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 50
Cycle: 70 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 51
Cycle: 71 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 52
Cycle: 72 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 53
Cycle: 73 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 54
Cycle: 74 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 55
Cycle: 75 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 56
Cycle: 76 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 57
Cycle: 77 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 58
Cycle: 78 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 59
Cycle: 79 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 60
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :4.166666666666666 	 
cycle : 1 	 Accuracy :20.833333333333336 	 
Cycle: 2 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
cycle : 3 	 Accuracy :29.166666666666668 	 
cycle : 4 	 Accuracy :41.66666666666667 	 
Cycle: 5 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
Cycle: 6 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 2
cycle : 7 	 Accuracy :45.83333333333333 	 
Cycle: 8 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 1
cycle : 9 	 Accuracy :41.66666666666667 	 
Cycle: 10 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
Cycle: 11 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 2
Cycle: 12 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 3
cycle : 13 	 Accuracy :37.5 	 
Cycle: 14 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 15 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 16 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
Cycle: 17 	 Saturated Accuracy : 37.5 	 Number of times repeated 4
Cycle: 18 	 Saturated Accuracy : 37.5 	 Number of times repeated 5
Cycle: 19 	 Saturated Accuracy : 37.5 	 Number of times repeated 6
Cycle: 20 	 Saturated Accuracy : 37.5 	 Number of times repeated 7
Cycle: 21 	 Saturated Accuracy : 37.5 	 Number of times repeated 8
cycle : 22 	 Accuracy :41.66666666666667 	 
cycle : 23 	 Accuracy :37.5 	 
Cycle: 24 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 25 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 26 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
Cycle: 27 	 Saturated Accuracy : 37.5 	 Number of times repeated 4
Cycle: 28 	 Saturated Accuracy : 37.5 	 Number of times repeated 5
Cycle: 29 	 Saturated Accuracy : 37.5 	 Number of times repeated 6
Cycle: 30 	 Saturated Accuracy : 37.5 	 Number of times repeated 7
Cycle: 31 	 Saturated Accuracy : 37.5 	 Number of times repeated 8
Cycle: 32 	 Saturated Accuracy : 37.5 	 Number of times repeated 9
cycle : 33 	 Accuracy :41.66666666666667 	 
cycle : 34 	 Accuracy :37.5 	 
Cycle: 35 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 36 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 37 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
Cycle: 38 	 Saturated Accuracy : 37.5 	 Number of times repeated 4
Cycle: 39 	 Saturated Accuracy : 37.5 	 Number of times repeated 5
Cycle: 40 	 Saturated Accuracy : 37.5 	 Number of times repeated 6
Cycle: 41 	 Saturated Accuracy : 37.5 	 Number of times repeated 7
Cycle: 42 	 Saturated Accuracy : 37.5 	 Number of times repeated 8
Cycle: 43 	 Saturated Accuracy : 37.5 	 Number of times repeated 9
cycle : 44 	 Accuracy :41.66666666666667 	 
cycle : 45 	 Accuracy :37.5 	 
Cycle: 46 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 47 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 48 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
Cycle: 49 	 Saturated Accuracy : 37.5 	 Number of times repeated 4
Cycle: 50 	 Saturated Accuracy : 37.5 	 Number of times repeated 5
Cycle: 51 	 Saturated Accuracy : 37.5 	 Number of times repeated 6
Cycle: 52 	 Saturated Accuracy : 37.5 	 Number of times repeated 7
Cycle: 53 	 Saturated Accuracy : 37.5 	 Number of times repeated 8
Cycle: 54 	 Saturated Accuracy : 37.5 	 Number of times repeated 9
cycle : 55 	 Accuracy :41.66666666666667 	 
cycle : 56 	 Accuracy :37.5 	 
Cycle: 57 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 58 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 59 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
Cycle: 60 	 Saturated Accuracy : 37.5 	 Number of times repeated 4
Cycle: 61 	 Saturated Accuracy : 37.5 	 Number of times repeated 5
Cycle: 62 	 Saturated Accuracy : 37.5 	 Number of times repeated 6
Cycle: 63 	 Saturated Accuracy : 37.5 	 Number of times repeated 7
Cycle: 64 	 Saturated Accuracy : 37.5 	 Number of times repeated 8
Cycle: 65 	 Saturated Accuracy : 37.5 	 Number of times repeated 9
cycle : 66 	 Accuracy :41.66666666666667 	 
cycle : 67 	 Accuracy :37.5 	 
Cycle: 68 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 69 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 70 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
Cycle: 71 	 Saturated Accuracy : 37.5 	 Number of times repeated 4
Cycle: 72 	 Saturated Accuracy : 37.5 	 Number of times repeated 5
Cycle: 73 	 Saturated Accuracy : 37.5 	 Number of times repeated 6
Cycle: 74 	 Saturated Accuracy : 37.5 	 Number of times repeated 7
Cycle: 75 	 Saturated Accuracy : 37.5 	 Number of times repeated 8
Cycle: 76 	 Saturated Accuracy : 37.5 	 Number of times repeated 9
cycle : 77 	 Accuracy :41.66666666666667 	 
cycle : 78 	 Accuracy :37.5 	 
Cycle: 79 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :4.166666666666666 	 
cycle : 1 	 Accuracy :12.5 	 
cycle : 2 	 Accuracy :16.666666666666664 	 
cycle : 3 	 Accuracy :12.5 	 
cycle : 4 	 Accuracy :16.666666666666664 	 
Cycle: 5 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 1
Cycle: 6 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 2
Cycle: 7 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 3
